tract,medhhinc,medhhinc_se2
06059011722,60208,37035918.367346935
06059021802,69048,65624772.86795206
06059021807,91949,29753874.77942739
06059021809,132326,185688253.43446568
06059021810,118281,88863572.58340184
06059021812,103173,359569201.688824
06059021813,.,.
06059021814,104943,25543960.60642455
06059021815,122984,168005722.04617476
06059021816,99777,32493465.137979142
06059021817,109154,30521426.81608633
06059021820,139167,113704300.95804732
06059021821,89477,62482057.26111178
06059021822,146492,296635184.07996964
06059021823,125250,79822547.46353047
06059021824,154868,108666366.34916529
06059021825,121250,354537994.29051834
06059021826,73911,29449590.820483916
06059021827,111e3,383469246.9581767
06059021828,176513,237965789.67304438
06059021829,175375,304497196.0717289
06059021830,144861,254678912.42689925
06059021903,98922,51638858.10367605
06059021905,118477,70703051.15436849
06059021912,162311,166684581.25848797
06059021913,70897,42309291.30366497
06059021914,103026,217907849.7057492
06059021915,118438,52560296.37568019
06059021916,107738,72368893.85722601
06059021917,147386,521726693.5819144
06059021918,92873,17558392.476048812
06059021919,125852,65005744.2189189
06059021920,125758,30534862.02086086
06059021921,161587,264611036.85294852
06059021922,89699,132201068.3567225
06059021923,140102,75009288.16252622
06059021924,120341,166229684.13078222
06059032002,133674,69299299.15651186
06059032003,118214,44034721.039162606
06059032011,100282,206363267.52339685
06059032012,107917,162612883.84253657
06059032013,101250,104536639.9053963
06059032014,53944,24479936.807679158
06059032015,112569,122731377.574117
06059032020,126761,55292107.05739969
06059032022,80067,66782180.13506896
06059032023,160482,60887425.65201726
06059032027,88053,27631159.726905704
06059032028,86758,39472002.29118356
06059032029,101442,105608420.09959258
06059032030,103565,52922308.18266646
06059032031,137969,290842440.84958565
06059032032,112830,61648748.99529753
06059032033,95119,62059914.81970788
06059032034,160625,209202372.11407876
06059032035,99798,15695083.748302396
06059032036,108958,87141373.78627321
06059032037,71290,25048655.869772084
06059032038,129020,35014737.853493586
06059032039,123167,183376050.11040178
06059032040,134205,237066392.2173668
06059032041,96029,133813560.85032475
06059032042,141146,40455786.254746355
06059032043,177935,74043671.06734046
06059032044,156731,84964687.68765993
06059032045,153625,175800194.38105705
06059032046,209095,30824433.99451225
06059032047,81094,14301730.767454106
06059032048,111061,25691648.820687175
06059032049,133346,192475562.49480328
06059032050,119342,87994664.12911926
06059032051,64238,17380535.65654419
06059032053,106645,33901417.76221579
06059032054,60667,73448546.85378
06059032055,76250,204012163.967443
06059032056,132708,342351223.2887723
06059032057,159504,125671596.16041982
06059032058,164909,33781181.25294482
06059032059,148021,48000890.235677786
06059032061,151723,274390665.64425683
06059042103,88766,104052401.58535121
06059042106,102857,455024657.9392282
06059042107,56198,39877881.39429606
06059042108,68919,45195990.798311174
06059042109,76989,166998665.57034764
06059042111,129289,76629003.79708242
06059042112,146875,209994454.59668702
06059042113,104444,159941765.50475326
06059042114,97093,95885168.8362081
06059042201,72311,117126341.77437387
06059042203,92379,60783113.60759786
06059042205,116167,214564616.3653329
06059042206,82106,37384489.79591836
06059042305,156875,339858750.75063974
06059042307,117844,60811553.4778873
06059042310,60218,38349597.287534304
06059042311,116705,149612306.24255133
06059042312,51359,64711999.70436341
06059042313,68726,24751381.084801503
06059042315,81679,55373502.09255274
06059042317,106806,265838653.0057926
06059042319,118750,290490061.6217515
06059042320,76429,14122975.212719763
06059042323,119583,113950758.03069076
06059042324,79194,100511290.1765505
06059042325,114675,47857798.80082408
06059042326,95300,24204007.353960145
06059042327,118194,136939791.7609778
06059042328,207264,86235779.78769596
06059042329,109750,134109071.42395209
06059042330,92163,146932714.96013525
06059042331,78162,246194222.52196488
06059042332,115119,138666731.09080663
06059042333,162315,170409614.10186526
06059042334,83393,130001583.87302406
06059042335,98345,522198900.97098136
06059042336,135129,25353826.738481723
06059042337,129671,109759058.39746493
06059042338,106750,133926097.87418815
06059042339,82262,107062736.30140148
06059052404,89573,59989497.87973134
06059052408,110753,63369342.48574939
06059052410,63405,34128324.75679271
06059052411,79239,137181766.24384475
06059052415,140781,261770761.54137528
06059052416,108733,41264027.12465701
06059052417,85481,18818191.258395616
06059052418,92510,26492766.69653828
06059052419,143819,61086815.162461534
06059052420,130295,80967176.57819127
06059052421,106493,73730148.4649994
06059052422,122614,25213218.65097329
06059052423,91149,21311272.43835515
06059052424,76544,17117963.063903693
06059052425,87644,104611237.88582885
06059052426,129735,46455204.220212296
06059052427,124109,26013100.396337803
06059052428,135398,185075762.78859213
06059052502,102844,74305448.02801156
06059052505,68467,28202879.13082843
06059052506,123203,63311285.3724559
06059052511,128910,248699610.68356723
06059052513,95976,45852244.89795919
06059052514,80234,47229062.92440018
06059052515,103668,57013974.74154894
06059052517,99107,50431582.85677331
06059052518,93801,50907574.39417596
06059052519,93511,45277763.878752045
06059052520,92287,131071179.68237545
06059052521,71356,44544466.88408274
06059052522,121667,88280018.10774104
06059052523,113889,145418674.62421817
06059052524,84556,45704175.31249711
06059052525,86977,45852244.89795919
06059052526,114964,136754896.57338718
06059052527,107115,60451806.61671639
06059052528,101125,133954239.52106874
06059062604,118529,122623647.60118625
06059062605,73990,106334335.04864146
06059062610,84502,97739366.41383578
06059062611,61042,80094339.11364457
06059062612,100250,199281708.04039133
06059062614,41361,30885215.029425077
06059062619,110865,479330466.27433217
06059062620,165464,230338284.3839211
06059062621,95323,63098636.930553116
06059062622,38581,6839258.32170804
06059062625,46553,15354963.830711097
06059062626,24211,15226600.271616114
06059062627,44881,41146960.57870862
06059062628,103438,142515698.8571798
06059062629,132188,116758206.22499791
06059062630,114698,230061585.16643417
06059062631,142232,409588700.76957905
06059062632,122824,206468073.65046516
06059062633,163514,67180195.67446716
06059062634,116886,68713517.42870076
06059062635,125469,81208036.14157297
06059062636,96815,86032673.01669422
06059062637,78950,30239970.436341133
06059062638,107289,41154759.84146488
06059062639,113984,182504496.07819587
06059062640,86116,21717299.729307745
06059062641,83214,73167484.04024352
06059062642,138902,207903090.69576225
06059062643,250001,.
06059062644,152258,176930427.8415757
06059062645,191375,678657926.6636486
06059062646,39563,8271306.06701712
06059062647,40694,47396319.32447039
06059062648,43656,17568583.069262113
06059062649,50236,10069530.030210363
06059062701,135e3,1131207926.3864896
06059062702,134648,330510189.6693489
06059062800,103538,66068732.18096654
06059062900,173e3,271157784.57331324
06059063004,82245,48228592.12313263
06059063005,126731,215384619.13692594
06059063006,97591,291485564.61969125
06059063007,120848,149894993.57914284
06059063008,90481,166386474.99561164
06059063009,135625,161529420.09035394
06059063010,102681,171729473.67448562
06059063101,83438,178762589.40697148
06059063102,77097,258222431.79571512
06059063103,102813,405906140.5567207
06059063201,64266,48897925.5550115
06059063202,92639,141487047.97627518
06059063301,89625,63108295.008360974
06059063302,105152,34978775.510204084
06059063400,130664,203231456.10258588
06059063500,116250,172351406.95300305
06059063601,96518,76703522.32518178
06059063603,88224,78169246.77340378
06059063604,61279,9216483.95709574
06059063605,41809,18576362.00700289
06059063701,40841,28164152.215888616
06059063702,56288,20992551.436147116
06059063802,78350,203942707.10728836
06059063803,84286,64633780.175719
06059063805,96023,138452060.12509122
06059063806,104516,66137927.03319444
06059063807,62452,178194096.8764147
06059063808,52656,35353687.050193556
06059063902,69811,38139071.51633854
06059063903,96250,104462068.53225672
06059063904,79091,34348862.63061132
06059063905,90372,86665347.14202566
06059063906,62177,16633505.233691484
06059063907,101932,55963132.639203265
06059063908,87500,29926553.154534783
06059074003,86202,34291881.63450079
06059074004,59867,157430031.13422823
06059074005,74524,69674286.45337717
06059074006,55071,24709058.120305613
06059074102,86297,23781186.05703938
06059074103,73200,69016197.5591504
06059074106,66964,24126310.73253203
06059074107,65326,26705962.066130206
06059074108,74770,24848255.28219436
06059074109,63558,50621711.1815301
06059074110,102560,80105220.38783823
06059074111,85313,264729714.24875972
06059074200,78355,78018828.35524431
06059074300,56e3,15416960.671095056
06059074403,38005,13818506.850454079
06059074405,39290,7993939.819476908
06059074406,47256,11309217.024972053
06059074407,38956,3829218.503154997
06059074408,45245,17456649.144039687
06059074501,36333,32023902.587744016
06059074502,58250,99890607.4408034
06059074601,62500,34634477.13897692
06059074602,60068,70836014.07969256
06059074701,61146,18496e4
06059074702,59452,55445903.493131064
06059074801,64405,41459507.5803069
06059074802,49904,23069188.569950387
06059074803,56016,77375818.77477111
06059074805,47458,3982996.8311453145
06059074806,54727,19317227.29834351
06059074901,48530,6497075.599818922
06059074902,45324,14541820.197522195
06059075002,30285,13043294.500235585
06059075003,38590,5460531.961086833
06059075004,30577,17788395.89434687
06059075100,44871,32465749.207786325
06059075201,49715,30420757.014440004
06059075202,64213,72596615.33060485
06059075301,57207,40000818.91335077
06059075302,69449,10170089.337681653
06059075303,87024,104313005.60785656
06059075401,88036,232168669.91251007
06059075403,66532,6190870.003048753
06059075404,70694,85076793.08210382
06059075405,67652,23098395.61718757
06059075504,66797,37533313.25468168
06059075505,70938,18992640.866215207
06059075506,81750,22001517.35479162
06059075507,63420,22001517.35479162
06059075512,62500,65762733.16026275
06059075513,65739,18913245.81258488
06059075514,42708,9816507.977568572
06059075515,79402,72275838.17592223
06059075603,105893,26611799.96489315
06059075604,156071,158147825.31573063
06059075605,112097,134419003.51992312
06059075606,178500,813931416.3764193
06059075607,96406,93930857.62326661
06059075701,82591,48482226.14351308
06059075702,98864,92405269.35264826
06059075703,141576,276165803.7157824
06059075805,75159,68240655.94368123
06059075806,77546,155832346.33826366
06059075807,90868,220897294.37089455
06059075808,124813,131712249.88682663
06059075809,155071,255844400.55062318
06059075810,126806,214315360.72283146
06059075811,73357,16942356.777930725
06059075812,70250,59313406.56498
06059075813,117813,57898684.97149879
06059075814,134750,196136193.86369303
06059075815,78351,35404308.53373491
06059075816,64048,35730597.09352279
06059075901,56929,39916279.04398518
06059075902,69669,15037422.418492068
06059076000,62753,27720705.093264103
06059076101,79884,43672412.85649615
06059076102,53015,40023890.76228046
06059076103,50337,16411118.15301041
06059076201,115917,141429206.67769143
06059076202,82805,66197265.731100045
06059076204,58771,18482158.886189155
06059076205,83893,36880701.39780675
06059076206,63875,145712049.59303772
06059076208,84527,11813533.134394545
06059086301,64911,79421143.55927975
06059086303,75881,22946720.743526015
06059086304,60337,45073469.75730084
06059086305,101643,162241002.57758152
06059086306,76715,38289387.93987491
06059086402,81298,58687707.615413755
06059086404,71937,16185336.055653585
06059086405,48973,27771938.914089855
06059086406,61103,6429076.228046673
06059086407,57153,12685722.046174739
06059086501,53068,18607816.26186011
06059086502,52982,13968054.249314032
06059086601,47580,14999728.753429847
06059086602,53988,34405890.92857605
06059086701,78080,54203608.98365684
06059086702,60303,7697673.15527388
06059086801,64563,120879665.19156328
06059086802,51823,52507423.24996997
06059086803,60171,28643643.720956016
06059086901,35750,33155194.05770457
06059086902,65428,13877323.380234847
06059086903,56524,17901386.720373977
06059087001,54898,79931208.69171572
06059087002,64010,36307034.857401535
06059087101,54300,14882240.925342524
06059087102,58472,31000186.990142364
06059087103,53313,59500825.38040114
06059087105,59250,172686759.73060113
06059087106,49375,21632394.74875509
06059087200,53987,25932550.142737042
06059087300,62455,5350292.403063535
06059087401,98032,24811905.285427883
06059087403,45573,4584024.168291128
06059087404,51136,40386218.161325194
06059087405,40402,19231823.800593123
06059087503,62962,18828741.050064206
06059087504,38625,6540534.178361249
06059087505,46850,81262826.84010679
06059087601,51596,53908623.90406592
06059087602,75221,47229062.92440018
06059087701,54466,4181962.842176255
06059087703,56102,17482057.261111774
06059087704,81891,63156596.48377232
06059087801,67833,38742111.030016355
06059087802,56674,34914089.85504568
06059087803,45438,33099212.313263923
06059087805,53706,20510712.207019523
06059087806,38477,3848275.237664101
06059087901,49758,18294471.04147227
06059087902,41287,29959817.813952196
06059088001,60768,35948954.277953826
06059088002,72063,103284900.91554955
06059088101,71250,13638316.34962722
06059088104,61683,27128583.069262106
06059088105,79500,96935695.71604106
06059088106,53750,935424.0999251669
06059088107,52374,48304612.48510269
06059088201,44464,63698835.37661329
06059088202,82292,20737088.903465413
06059088203,52292,50561177.00316886
06059088301,59323,1936e4
06059088302,109700,54472475.67927126
06059088401,86823,15431285.37245591
06059088402,57078,13512886.614129582
06059088403,74550,30293480.658900045
06059088501,57985,16219593.314917637
06059088502,54115,125059013.12811229
06059088601,54330,42737415.95144168
06059088602,63355,55844956.716955684
06059088701,40912,12586319.786402564
06059088702,66417,32348088.4322946
06059088801,54922,51848754.16893784
06059088802,56546,51708776.156909116
06059088901,51987,81e6
06059088902,58182,89644635.58171116
06059088903,63339,17380535.65654419
06059088904,55450,124800816.32653059
06059088905,51010,8475354.440553948
06059089001,53732,16234286.083831448
06059089003,58427,20764780.813185386
06059089004,41853,1320054.323223178
06059089102,58043,24648659.56522944
06059089104,46949,49136264.81647434
06059089105,54318,18565883.168115593
06059089106,46563,5771677.645254571
06059089107,79056,49889103.38965826
06059099202,55775,26775119.96378452
06059099203,68384,46912090.2430687
06059099204,59117,15671009.691336922
06059099212,65526,34921274.1936974
06059099214,82946,34007686.18176107
06059099215,102500,56757217.320608646
06059099216,89941,51333522.787113935
06059099217,120588,185406713.16783845
06059099220,97981,55210771.88865587
06059099222,60256,33036289.39126578
06059099223,41855,10088829.556267956
06059099224,85463,103916024.79651888
06059099225,117578,364334106.6693766
06059099226,100559,90706807.58677396
06059099227,68258,15288337.69089347
06059099229,68942,54553265.39850888
06059099230,95924,39916279.04398518
06059099231,124321,113613568.24123943
06059099232,95e3,40008508.790569186
06059099233,86694,31223977.605528403
06059099234,103152,203977434.05918276
06059099235,60029,47672938.72007834
06059099237,122689,169316257.24078676
06059099238,131750,135251951.10909912
06059099239,116319,357635232.86000687
06059099240,90252,53516562.48556462
06059099241,62313,91042919.41131364
06059099242,87880,77825646.10452601
06059099243,102273,117205303.35085595
06059099244,68125,35014737.853493586
06059099245,107500,37996544.7473693
06059099246,86289,312053835.7923522
06059099247,62143,13414741.179405214
06059099248,49275,19649952.975305103
06059099249,55863,30979882.29968311
06059099250,81692,13197430.178952524
06059099251,71509,57492347.26212803
06059099305,72333,53037351.8352565
06059099306,87917,90013377.18609399
06059099307,75119,67389627.2207389
06059099308,146016,452667658.65060365
06059099309,88764,44568813.66580132
06059099310,100917,24007021.368982177
06059099311,99297,56409687.64146673
06059099402,38400,8887285.224637615
06059099404,109515,22391018.560434587
06059099405,92479,85807279.68145157
06059099406,80957,25146109.51487883
06059099407,87143,185241201.0236417
06059099408,91295,31101810.219787326
06059099410,62116,18555407.285594184
06059099411,66719,14910395.875869587
06059099412,83162,23568221.28398666
06059099413,74821,66108267.661976516
06059099415,146250,86010120.37952346
06059099416,86813,17808913.073604275
06059099417,106815,84763084.22871186
06059099502,50625,59098240.40797849
06059099504,121295,100450353.93242858
06059099506,82083,77055311.75802144
06059099508,80689,12933751.905470202
06059099509,33750,24001064.661265142
06059099510,33664,6321632.653061224
06059099511,93785,26599257.582616568
06059099512,99727,46322711.726610065
06059099513,84632,75663558.54066387
06059099514,117006,257792793.4886041
06059099601,45676,28067451.3354459
06059099602,90500,62789968.68099888
06059099603,93196,66157703.6427971
06059099604,98934,11989695.586700048
06059099605,105644,173438492.25339752
06059099701,50945,22975850.18615866
06059099702,56675,3136e4
06059099703,81491,28054570.449275225
06059099801,53297,5494677.987084377
06059099802,31029,7138154.673367762
06059099803,33769,17274256.150626842
06059099902,73068,75272765.03358246
06059099903,70469,88726092.70054786
06059099904,45360,17906531.1665635
06059099905,65688,74977701.97984126
06059099906,107991,59294680.943450265
06059110001,95375,59004811.855027206
06059110003,84183,250024342.34716976
06059110004,103608,21474350.384789493
06059110005,94028,148543491.28333995
06059110006,104383,77579150.59912601
06059110007,119150,74137857.5585961
06059110008,106406,19247822.544137616
06059110010,116622,30300172.762631536
06059110011,93864,38485241.26717234
06059110012,118906,174256049.0017646
06059110014,61176,5241177.003168855
06059110015,107902,96839956.76314892
06059110102,92236,24048739.017562658
06059110104,72344,75758769.41269945
06059110106,88710,16683127.835108692
06059110108,105288,186999390.24953574
06059110109,86500,10640683.659611423
06059110110,73575,28526638.150054045
06059110111,83289,13472692.972163968
06059110113,109967,32792158.23948411
06059110114,102292,105258868.26618378
06059110115,98750,152181095.5183341
06059110116,94199,272942537.11624986
06059110117,89977,43055934.81213218
06059110118,175714,86247070.51856504
06059110201,56101,34813586.71852625
06059110202,54766,19141289.89939117
06059110203,79483,52939999.076135665
06059110301,84009,20029025.60028085
06059110302,85947,29212546.447279684
06059110303,94710,34856641.75312497
06059110304,1e5,32875758.354043294
06059110401,92861,52886935.26482571
06059110402,63824,37518417.60515886
06059110500,49881,54544285.806672156
06059110603,48045,27052645.85508264
06059110604,84567,147966149.61059117
06059110605,86192,33141194.18704557
06059110606,50296,21773995.436110158
06059110607,78056,66891516.523313716
06059980000,.,.
06059990100,.,.
06061020104,70392,38019031.23585332
06061020105,63958,205700113.26576805
06061020106,57262,238172141.4251531
06061020107,43793,57907936.548997134
06061020200,76529,51717519.23947488
06061020300,47193,25036487.467780236
06061020401,41433,9014595.578385271
06061020402,79231,72772826.93249324
06061020501,77250,29153435.020001657
06061020502,87276,124393680.39837028
06061020601,125490,40208705.01935496
06061020602,103258,75959966.74088377
06061020604,123409,160958195.13862583
06061020605,116899,125535337.25667724
06061020606,166e3,246652275.93980098
06061020710,101910,28131900.11178758
06061020711,62853,17304588.46462985
06061020712,58868,12815964.745336793
06061020713,48250,34971585.25882059
06061020714,88523,15956260.93624412
06061020715,69821,142515698.8571798
06061020717,94500,99866306.11321034
06061020805,61442,5574765.938969521
06061020806,52134,25858306.92621096
06061020901,41429,16982415.535702735
06061020908,63036,26812880.1470792
06061021003,60062,25323226.50382018
06061021034,108247,29410016.90671742
06061021035,102778,65950196.690717936
06061021037,61894,46074798.27422141
06061021038,99807,52842735.7470829
06061021039,61152,31006956.698478397
06061021040,48085,54481449.35837621
06061021043,110379,47003735.73784425
06061021044,114981,62376387.505658664
06061021045,74034,147389932.09597105
06061021046,59444,44861493.888637386
06061021103,54556,89667659.75924096
06061021106,94922,25e6
06061021108,50469,11134088.192089872
06061021109,113438,166967243.8355152
06061021122,122738,281647970.362432
06061021123,113421,32106518.23246274
06061021128,87724,106962119.3447954
06061021129,71458,83992489.3524635
06061021130,62470,205490917.85922152
06061021131,89564,25537816.169473678
06061021203,81059,65172494.71087666
06061021204,79688,150565580.5101579
06061021304,75444,61448443.75051967
06061021309,116648,69918062.47170666
06061021322,104583,53046206.52063451
06061021401,68781,28969915.651185784
06061021403,51288,7347559.981892259
06061021501,63859,62645540.96876414
06061021502,85393,23947487.55092802
06061021603,37756,13060864.18270341
06061021604,99943,22876885.468537796
06061021801,93036,59538344.61987601
06061021802,56088,8800509.973115547
06061021901,64205,47488436.359604955
06061021902,78281,17732034.626435455
06061022002,56307,40455786.254746355
06061022011,97857,130417788.45354347
06061022013,61250,56090538.70529652
06061022014,70268,116298851.63662566
06061022100,80859,323781191.96977115
06061022200,73795,178941445.47814602
06061022300,60521,102360269.7683872
06061022400,105526,315197392.85483325
06061022500,158607,127257600.72430962
06061022600,73504,9820317.624560008
06061022800,92431,56922209.144409224
06061022900,79556,101121668.86854333
06061023000,111103,13580009.05387053
06061023100,129531,63572751.91470885
06061023200,97798,22368012.12110013
06061023300,96442,15150787.22480391
06061023400,82396,18247698.746316094
06061023500,133080,37154397.68664369
06061023600,67179,27675914.302343845
06061023700,61121,70508945.40885617
06061023800,61111,22587050.74786818
06061023900,104946,29489191.34154341
06061990000,.,.
06063000100,47843,18786559.621585164
06063000201,64146,68210528.72756162
06063000202,54185,20034467.161242045
06063000300,46746,34206498.83131161
06063000400,39054,62770702.04451179
06063000501,42368,24951391.432082113
06063000502,65e3,36512449.07197827
06065030101,52188,69826596.57615875
06065030103,43534,69745343.81611404
06065030104,61358,9706349.71960717
06065030200,70927,86857867.53633095
06065030300,28929,26674556.221764393
06065030400,39141,74431265.04744044
06065030501,46080,42499302.85196921
06065030502,36719,13899978.38157445
06065030503,32988,8299302.851969216
06065030601,149091,228239541.02419597
06065030602,102750,68763917.92389204
06065030603,113750,137409702.05375046
06065030700,64211,45942849.75194242
06065030800,70827,11203161.833316397
06065030900,61101,5757082.436415037
06065031001,61944,80508347.11430973
06065031002,44274,22425550.39218041
06065031100,56445,52111722.91460721
06065031200,73578,29906603.227982007
06065031300,43051,25359949.00268844
06065031401,48163,47245775.2607607
06065031402,52413,17614477.32374978
06065031501,63358,10976432.220692715
06065031502,38173,115539628.79130828
06065031601,49765,12495902.661653163
06065031602,48926,6450673.589490118
06065031701,54770,14896315.07469443
06065031702,79028,30066388.891455177
06065031703,70361,35687005.478515536
06065031704,69063,37354760.58055635
06065040101,64500,84684747.55406915
06065040102,66071,28358052.86351752
06065040201,74020,14109271.348195232
06065040202,58647,4026792.435398786
06065040203,41618,31783548.193383284
06065040204,38478,7037812.289243447
06065040301,34787,64389649.02393732
06065040302,82265,33176199.40687909
06065040303,62440,64790266.53486201
06065040402,55156,14523280.827043355
06065040403,78365,43768882.03176245
06065040404,74665,40031582.85677331
06065040405,89e3,60754680.389131665
06065040501,65801,3772332.110752857
06065040502,53150,31332771.870178588
06065040503,36765,4014602.9692999874
06065040603,67727,88074516.68037066
06065040604,83819,49102180.87416044
06065040605,62317,80978116.97970268
06065040606,51304,80116102.4011234
06065040607,82500,236879232.0839608
06065040609,121238,39954695.1709611
06065040611,122333,102495622.17643961
06065040613,107365,50250430.42839589
06065040615,119049,90232675.60351437
06065040616,118411,41561339.97283839
06065040701,110500,35324776.7481823
06065040702,71250,82274273.51927644
06065040703,60972,19617629.548877046
06065040806,107917,70101173.8620301
06065040807,92472,14018082.242403526
06065040808,51414,22696970.279284194
06065040809,66281,5563289.326595284
06065040812,75714,499067451.70499164
06065040813,104798,45425141.6745965
06065040814,62243,13215103.334226402
06065040815,69808,82086904.59252962
06065040816,91500,39464364.15036816
06065040821,69918,18216550.475328203
06065040901,74413,36475725.4644728
06065040902,70291,16406193.216988016
06065040903,56250,30126418.27034118
06065040904,79583,61058310.99121405
06065041001,42639,54922065.02157223
06065041002,57917,15618111.806062397
06065041003,74183,79920339.24298556
06065041004,58147,69877403.57165952
06065041101,32125,7354152.677820788
06065041102,55144,41537829.103574425
06065041201,40598,44788234.03331455
06065041202,49139,10321865.097329108
06065041203,50204,9294158.405779695
06065041301,60714,36365665.50567715
06065041302,48500,32106518.23246274
06065041403,70104,68703439.54693693
06065041404,83362,63931933.001358084
06065041405,57279,21126457.07264345
06065041406,60300,35745133.54459031
06065041407,51e3,22396772.017996874
06065041408,49007,9717716.576897848
06065041409,107795,62655164.30927283
06065041410,31767,11943431.786476472
06065041411,41875,54922065.02157223
06065041412,60873,60215713.08469064
06065041500,46264,11219445.496623278
06065041600,34088,11045015.844273426
06065041702,68333,41875453.84835691
06065041703,31610,8114705.518241702
06065041704,35972,35332003.2150479
06065041803,106375,29363880.96931846
06065041804,107464,240542186.04780075
06065041805,76382,36865935.82838296
06065041806,115682,65634622.37045112
06065041807,73323,34078624.181225225
06065041808,107266,21881920.898735233
06065041809,46859,46987066.26878909
06065041810,121218,34648788.906237006
06065041812,75428,36534492.10557922
06065041813,45528,7918493.362034718
06065041904,94810,67020847.5531453
06065041905,58429,61849380.17941445
06065041906,53667,41209375.37531988
06065041909,64167,40486724.623756245
06065041910,74450,66088498.44328858
06065041911,109478,32230641.254238226
06065041912,106673,32134080.431629423
06065041913,78613,27490738.259993896
06065042003,106771,124325889.08084735
06065042004,94866,301935516.4863592
06065042005,131189,76714170.78556186
06065042007,71042,112463123.95487845
06065042008,105330,72990794.98526438
06065042009,68594,68451732.70756923
06065042010,36677,62366785.59880268
06065042012,84321,31886446.35581711
06065042013,105052,113250999.52882919
06065042014,115104,166355110.90991402
06065042206,56473,37592925.416431844
06065042207,101833,182356702.54339853
06065042208,124125,54418649.1255624
06065042209,29858,18860408.16326531
06065042210,33813,11134088.192089872
06065042212,66302,56309286.130024664
06065042213,63542,30676110.161583867
06065042214,87311,28878373.25967055
06065042217,93542,73771913.04588835
06065042300,54792,54859011.28038358
06065042401,86750,98305115.43684925
06065042402,68583,89875010.3934738
06065042403,84219,107427869.29167323
06065042404,50313,104362681.42385973
06065042405,40753,1639022.5515285335
06065042406,58911,51525342.153158225
06065042407,56389,114639653.73564547
06065042408,66548,41162559.8433126
06065042409,65156,65536160.604576826
06065042410,78333,48287713.897691265
06065042411,88819,36087591.20850694
06065042412,89167,132999082.048392
06065042505,37095,24570251.937805448
06065042506,52011,9084086.06720189
06065042507,62500,16116930.183571845
06065042508,47847,22224489.79591837
06065042509,47136,7573370.164725011
06065042510,55771,11800999.990761355
06065042511,42063,2239980.783621733
06065042512,48854,10243890.947053334
06065042513,71413,88577276.26315351
06065042514,47576,25176602.58127696
06065042515,31916,19569194.297909293
06065042516,48670,14278750.565866908
06065042517,52778,21609781.50608365
06065042518,54052,18289271.16342236
06065042519,36977,7616928.8901617685
06065042520,39167,56327534.29846362
06065042521,49677,8454130.689849503
06065042617,44250,72752085.0694284
06065042618,51917,19061584.427342687
06065042619,70149,47530337.30287045
06065042620,70263,31169651.425984606
06065042621,62696,14718534.01206567
06065042622,70386,105870964.23721139
06065042623,84179,18061208.22978354
06065042624,84531,52754392.14345765
06065042706,52452,17390674.51335446
06065042708,59747,24890697.240417216
06065042709,41295,9323834.40655574
06065042711,35819,6052497.297696807
06065042714,82635,86574823.21855856
06065042715,87767,45802861.76217884
06065042716,87128,3844e4
06065042717,53449,15312116.111270223
06065042719,48054,12789862.990918413
06065042720,50064,35389841.557265736
06065042723,39561,5690182.463207102
06065042724,83661,22749130.55126985
06065042726,95653,29680968.94891954
06065042728,57109,22766530.6122449
06065042729,54266,25384445.45043006
06065042730,46875,43016055.28404209
06065042731,69141,37600380.262562245
06065042732,74452,25642372.11407877
06065042733,85331,39663196.01629696
06065042737,90550,38711846.71242874
06065042738,78685,42888564.96152105
06065042739,103692,72141530.10411951
06065042740,37689,18876251.69760072
06065042741,27060,1315867.0004896482
06065042742,76724,114887121.88542235
06065042743,88790,32258256.667990867
06065042744,71719,22569719.42240001
06065042745,51949,10236109.792038137
06065042800,37374,6871090.991398823
06065042901,47118,11676034.404708011
06065042902,40813,35295878.27163459
06065042903,52712,21813726.40681442
06065042904,36283,25109542.225219652
06065043001,37627,6587257.693480289
06065043003,42931,6398285.67733114
06065043005,49897,12750760.247965187
06065043006,41432,26162136.713444997
06065043007,87156,67969750.46424182
06065043008,64500,13486084.200995924
06065043009,100644,4591836.7346938765
06065043010,75263,28125451.908241797
06065043206,63016,16509772.082667379
06065043211,77985,17752519.28566809
06065043216,49688,29442993.320460826
06065043217,89018,90602623.40517919
06065043218,90611,51901294.703485735
06065043220,45306,17218716.0133406
06065043222,81686,164743857.13361847
06065043227,79205,23971292.209052026
06065043228,62361,40858907.4380318
06065043229,53723,18550170.452970684
06065043235,101321,65349286.86911614
06065043239,90333,488584666.06923443
06065043240,103095,104313005.60785656
06065043242,101725,31462210.807365045
06065043244,86884,38372187.98791586
06065043246,102545,32058312.83894273
06065043247,102046,24227939.135817293
06065043248,96250,77311664.1568352
06065043250,93523,77611280.01404275
06065043252,117381,74253055.68130374
06065043254,77792,38154089.85504568
06065043256,87939,47849388.30942064
06065043257,116531,74788324.57201985
06065043262,99375,45638443.47336037
06065043264,105395,11634527.027651258
06065043265,103398,16942356.777930725
06065043266,62234,75758769.41269945
06065043267,106875,40239548.78465646
06065043270,75192,38184135.40155764
06065043271,7e4,120358906.14462174
06065043272,116058,137053635.4985634
06065043274,81894,676e4
06065043276,95114,40626093.62441219
06065043278,106968,93307378.90448165
06065043279,65495,47874622.00090538
06065043291,67996,26355272.031854846
06065043304,65391,51081216.5445626
06065043306,50750,24317788.63831635
06065043307,33337,4799961.567243466
06065043308,35993,26305362.662946574
06065043309,34926,9186979.425541153
06065043310,33185,30019740.763666265
