tract,medhhinc,medhhinc_se2
06037480011,63370,12367300.745558523
06037480012,69688,78686066.83234635
06037480101,67500,174320252.39973763
06037480102,65929,67080580.92589684
06037480201,102639,113225123.93640116
06037480202,101080,31591916.55657283
06037480302,57109,85469743.99719144
06037480303,48841,11680189.207416784
06037480304,33065,57566120.41647804
06037480400,61042,105159102.74295323
06037480500,111250,121709852.64363779
06037480600,74779,41100180.523091994
06037480702,120365,251796124.9434133
06037480703,101156,68632915.06915124
06037480704,75869,16757700.316885468
06037480802,6e4,237534615.90340075
06037480803,71888,37087729.78815791
06037480804,59706,19056276.6419379
06037480901,63082,68582562.61490563
06037480902,46563,29787043.356953464
06037480903,67143,263603353.2580076
06037481001,45818,15202888.369471826
06037481002,52500,31762988.516366255
06037481101,53355,7761897.617353867
06037481102,50463,19736278.859212313
06037481103,59451,7586759.54582829
06037481201,58199,73511078.4268438
06037481202,64768,48541503.127280794
06037481300,54583,41084593.083951555
06037481401,44787,12530308.84784878
06037481402,54290,54069425.07922137
06037481500,58279,31550928.02172929
06037481603,52894,66702718.93275192
06037481604,55813,9889017.655047532
06037481605,51571,63990273.925776735
06037481606,51685,10189484.945630582
06037481711,36863,39709151.245831065
06037481712,48706,10325771.56530335
06037481713,52917,35491172.47623359
06037481714,35855,29383649.079369184
06037481800,89890,64790266.53486201
06037481901,81552,29330948.90106337
06037481902,63802,30979882.29968311
06037482001,97321,331594137.1568998
06037482002,58605,36703709.68486987
06037482101,57022,22935074.140113264
06037482102,70841,11020785.469461665
06037482201,36250,49854759.28714628
06037482202,47181,20116179.266636487
06037482301,36761,41092386.43397603
06037482303,39302,17431259.504254393
06037482304,32025,19671516.708086587
06037482401,51277,9996360.344047079
06037482402,54590,150461168.68838978
06037482502,42224,9353557.709185984
06037482503,52885,79128865.77175006
06037482521,56047,64584916.99078907
06037482522,55923,70529365.02803929
06037482600,62447,178015614.7855249
06037482701,62768,32361919.79009802
06037482702,67708,67439539.9155588
06037482800,65809,127079364.01178852
06037500100,116576,855126917.1570847
06037500201,112188,86654029.06477213
06037500202,133774,68321027.70669153
06037500300,103582,354858563.3909517
06037500402,39688,37362191.77575965
06037500403,64327,86326126.32920982
06037500404,78601,18195799.743165717
06037500500,48177,19125335.501334988
06037500600,65930,114769866.87114865
06037500700,65322,18393409.15180015
06037500800,62981,25268192.644192122
06037500900,54676,42182853.44739978
06037501001,69632,81811750.0762188
06037501002,86795,28858775.879749812
06037501200,87283,158239576.13104093
06037501300,70824,28086778.20788795
06037501400,53785,29853435.943866003
06037501501,103854,44325645.18066167
06037501503,62955,22673807.152557716
06037501504,33958,21126457.07264345
06037501600,98359,467952892.1573157
06037501700,87500,82020825.38040113
06037501802,74145,26261730.76745411
06037501803,31929,13940803.946748458
06037501804,46065,13823026.764349923
06037501900,90987,193252251.5497824
06037502003,61875,19493969.56790865
06037502004,58833,41741810.9588788
06037502005,61029,52833898.060808755
06037502100,53292,6040538.797682948
06037502200,59779,56583319.07502702
06037502301,67049,31537271.08951322
06037502302,44516,109491733.81620643
06037502401,59736,36578598.128250845
06037502402,71250,31434938.332055327
06037502500,44722,99562788.96166886
06037502601,75750,22970022.819449194
06037502602,46611,45375989.13535536
06037502700,69928,86224489.79591838
06037502801,80850,74746273.22363985
06037502802,38375,119174717.15893236
06037502901,80625,57179339.06745133
06037502902,46588,31591916.55657283
06037503000,47058,16842416.82911281
06037503103,66612,49760373.98028473
06037503104,57232,29094383.45913286
06037503105,65e3,24347775.427056286
06037503106,54914,87493563.06759915
06037503201,79583,403777875.2967914
06037503202,65588,16278404.301512364
06037503301,84603,34698903.3730287
06037503302,68967,59763708.3914598
06037503401,80081,113548781.3305494
06037503402,93011,67549412.88421209
06037503501,53683,15893187.978677213
06037503502,73979,29225690.45001432
06037503601,87143,166543339.76958823
06037503602,111607,469505912.1774559
06037503701,74151,24180087.397566546
06037503702,72375,38221708.96425569
06037503703,74957,70060461.74739702
06037503801,93902,1907589.1760053956
06037503802,86821,28106111.73215325
06037503901,95114,86382616.93812881
06037503902,103841,13078445.690634785
06037504001,72708,49940641.7161704
06037504002,97897,22362262.358995207
06037504101,68684,13437015.548636837
06037504102,.,.
06037530003,81576,93014005.78339076
06037530004,56544,14910395.875869587
06037530005,74432,68532228.6379468
06037530006,60473,22310547.759167038
06037530101,31930,21322499.237811916
06037530102,43500,24144229.63572029
06037530202,64493,58855479.90133129
06037530203,43813,6649814.395654142
06037530204,52910,40409400.87397566
06037530301,43092,39227948.37446069
06037530302,47721,32023902.587744016
06037530400,33355,37213708.29907337
06037530500,39652,16982415.535702735
06037530601,49625,28689210.557921674
06037530602,66458,75959966.74088377
06037530700,50625,18456033.850389414
06037530801,45392,10088829.556267956
06037530802,58399,14168702.802080542
06037530901,50182,21950221.819827978
06037530902,37687,18892101.883759387
06037531000,43225,13091639.582043773
06037531101,44304,19882382.83090511
06037531102,37625,31373618.49945954
06037531201,42247,9480409.456675382
06037531202,47545,9032856.680924974
06037531301,37774,2704e4
06037531302,41511,18393409.15180015
06037531502,41474,8007695.789950204
06037531503,37022,6718968.228305355
06037531504,41476,12273415.434077661
06037531602,31771,105009543.14908397
06037531603,42163,9294158.405779695
06037531604,36676,24335778.494285896
06037531701,42632,12052926.709841926
06037531702,37862,27759126.02433459
06037531800,44637,13877323.380234847
06037531901,39119,10427599.153740263
06037531902,48995,18944983.878567267
06037532001,32160,11158442.734268902
06037532002,40164,11473354.459031235
06037532101,38497,7867257.6934802905
06037532102,60526,30810935.227871135
06037532200,46875,10119747.230716642
06037532302,44938,26938939.58851082
06037532303,46429,60470714.05474821
06037532304,39516,18487386.110623516
06037532400,68750,475558107.9258322
06037532500,44706,28507160.502951745
06037532603,40703,8539185.3364252
06037532604,43889,32924574.237119023
06037532605,25313,44552581.738897465
06037532606,31528,11588954.277953824
06037532700,43702,17193500.06005118
06037532800,36835,7239207.3243964845
06037532900,34325,5029044.816659122
06037533001,32650,6245441.560961188
06037533002,33542,7138154.673367762
06037533103,32868,16361902.0519027
06037533104,24550,6416751.138662798
06037533105,30611,11382932.530187266
06037533106,37604,71286969.26303342
06037533107,33125,21249577.88638317
06037533201,38191,18518764.97815061
06037533202,5e4,15388331.223843092
06037533203,36719,30851440.39689212
06037533300,32271,15675823.024547076
06037533401,51114,56601611.58895427
06037533402,34444,55808620.0238357
06037533403,35547,41381259.96618656
06037533501,39063,13972598.553228445
06037533502,41089,18492614.074149355
06037533503,38750,103198426.1047108
06037533601,38972,5249530.584528969
06037533602,38319,24624520.837760184
06037533603,42056,12154442.401677737
06037533701,34865,18544934.35943866
06037533702,35e3,30885215.029425077
06037533703,41019,26062731.866852675
06037533803,39679,12629490.119270887
06037533804,38168,11709293.520939386
06037533805,45673,24162155.190731794
06037533806,37220,83614070.0843488
06037533901,45440,17324824.789127965
06037533902,38e3,12925008.453358708
06037534001,40888,7778843.137073751
06037534002,48586,18200986.317569125
06037534101,4e4,25537816.169473678
06037534102,36209,2178540.1095703105
06037534201,38607,7870668.231076949
06037534202,30250,6330806.625955045
06037534203,36297,6215094.46512874
06037534301,43750,101684849.17914653
06037534302,44741,31482672.924307797
06037534403,47813,30126418.27034118
06037534404,35231,7164164.7804436395
06037534405,35613,6444499.219334633
06037534406,39702,26549117.617169093
06037534501,55446,16248985.50456851
06037534502,53698,57566120.41647804
06037534700,66e3,20864624.68011197
06037534802,41625,109402698.05341782
06037534803,39659,52138056.374202006
06037534804,43750,18004416.07154405
06037534900,45763,27913075.821546365
06037535001,38804,10216669.8386009
06037535002,35522,14901007.935994677
06037535101,34792,8031797.193300135
06037535102,29964,62203666.26324591
06037535200,43879,33717613.1040918
06037535300,35179,23075028.501214884
06037535400,36713,53846154.784231484
06037535501,37938,3857821.3431139775
06037535502,45659,14797935.717519239
06037535503,33974,6230258.774401566
06037535603,46392,3611155.107584002
06037535604,44718,13423648.70982345
06037535605,42819,24690930.793322306
06037535606,39545,37146987.18600161
06037535607,40982,12863887.066823108
06037535701,54906,32265162.369157713
06037535702,37279,13268193.752829336
06037535802,47644,10443309.28206502
06037535803,44438,23315102.040816326
06037535804,44477,12023398.157814506
06037535901,48205,38311960.90206114
06037535902,64848,25304875.232120916
06037536000,48026,17752519.28566809
06037536102,55515,133041149.28723867
06037536103,62885,11709293.520939386
06037536104,41359,19985519.71988433
06037536200,55897,48821439.56541421
06037540000,51047,25716304.912186693
06037540101,66761,28093221.976884916
06037540102,49926,41107975.35129941
06037540201,30703,7170674.698127327
06037540202,35326,11020785.469461665
06037540203,40833,3848275.237664101
06037540300,55402,67759418.70455743
06037540400,43350,5305391.117968238
06037540501,50521,53037351.8352565
06037540502,32088,16927346.938775513
06037540600,31162,13566571.262275847
06037540700,44375,26894785.155347787
06037540800,61331,36843793.01743332
06037540901,37431,29219118.07910126
06037540902,55911,35360916.47342504
06037541001,43750,248757134.5423638
06037541002,55761,74557188.49604125
06037541100,48571,16947361.535832077
06037541200,56101,44650017.64580889
06037541300,43095,80148752.87552777
06037541400,41896,31838406.51878678
06037541500,50433,72938868.26618381
06037541603,32917,20903517.5210872
06037541604,35815,16131576.389722932
06037541605,47313,42491377.204571284
06037541606,39258,14004429.375190547
06037541700,55203,59594645.65183248
06037541801,47461,14527914.56102586
06037541802,51917,71358844.06093808
06037542000,44957,35418778.46656997
06037542103,41823,11158442.734268902
06037542104,63281,62597435.352592826
06037542105,39e3,29575083.748302404
06037542106,45455,16852397.520348117
06037542200,46908,21333728.993634578
06037542401,46472,20703883.001820013
06037542402,57708,46388934.32248409
06037542501,49318,38289387.93987491
06037542502,35457,30300172.762631536
06037542601,32159,15331152.151218113
06037542602,57500,119400458.23671252
06037542700,53482,25207114.124961887
06037542800,55644,21003693.979176097
06037542900,51544,50552532.219768845
06037543000,68375,97271154.5532654
06037543100,66944,38817823.56038839
06037543201,5e4,13755305.660516808
06037543202,48682,20565811.47624283
06037543304,84383,61343652.03573508
06037543305,66705,45179645.051320665
06037543306,93040,81482174.40711005
06037543321,84969,105246394.9889598
06037543322,81371,30347038.18331316
06037543400,93362,153714775.3623858
06037543501,60860,19066892.95183895
06037543502,60587,69107131.30883862
06037543503,69811,13065258.451049048
06037543601,75017,64360384.327565335
06037543602,71458,55012204.617473975
06037543603,68051,63737655.41707856
06037543604,93550,68290882.75237665
06037543701,74550,39640228.379264794
06037543702,73102,69006097.50464243
06037543703,75625,115984388.90993246
06037543801,70446,25164403.137443297
06037543802,72708,41365619.312460154
06037543903,68725,24413811.40233368
06037543905,55625,37117352.57434798
06037544001,58194,165634552.89585277
06037544002,79398,21876233.9594054
06037550000,77500,105733400.46747537
06037550100,77155,39854851.673580244
06037550201,65e3,54203608.98365684
06037550202,67813,71718761.28269324
06037550300,67045,153398389.15013722
06037550400,70313,183705477.96121615
06037550500,98007,302886943.39483184
06037550601,68976,3350346.356740976
06037550602,88846,79031559.57539193
06037550700,92127,32424197.485241268
06037550800,78750,38184135.40155764
06037550901,57955,30046392.402139667
06037550902,55158,14077321.532506166
06037551000,78237,128605251.24490722
06037551101,42222,25623905.544109903
06037551102,58409,65723301.152058825
06037551201,52880,50838200.31226615
06037551202,72434,9036511.118707329
06037551300,48548,23244708.01267542
06037551401,62965,37533313.25468168
06037551402,70653,32196138.61660554
06037551501,56470,11901451.390877763
06037551502,80156,57972718.28604688
06037551600,.,.
06037551700,63e3,53409884.97888969
06037551800,65177,12345931.763379866
06037551900,67981,69208239.02218199
06037552001,76813,34334612.94703486
06037552002,58777,10317959.368446337
06037552100,50723,26536590.016721945
06037552200,45779,18812917.471198525
06037552301,82946,209378261.10253972
06037552302,59702,70621289.89939117
06037552400,63750,36895469.92359642
