stplfips,med_age,med_rent,agg_rent,med_homeval,agg_homeval
0636168,1975,-666666666,-666666666,-666666666,-666666666
0662496,1949,483,16400,-666666666,-666666666
0675596,1984,-666666666,-666666666,-666666666,.
0684345,1978,1176,110900,163000,7210000
0683494,1959,-666666666,-666666666,-666666666,-666666666
0644672,-666666666,-666666666,-666666666,-666666666,.
0629112,1992,1159,677600,120700,.
0649544,1953,-666666666,.,-666666666,.
0653224,1985,581,130500,14300,45952000
0630944,1978,1205,242900,166600,.
0609150,1976,1063,26700,250000,.
0614406,1972,-666666666,.,390600,38013000
0619724,1984,1147,44000,223600,49640000
0636098,1970,-666666666,-666666666,-666666666,.
0637596,1977,757,26600,309800,.
0645092,1980,821,49500,255800,24740000
0680476,1975,-666666666,.,212500,.
0680483,1975,-666666666,.,273700,24931000
0663386,1980,771,35100,293800,18410000
0622454,1962,1396,2743800,402300,.
0600464,1989,-666666666,.,215900,58800000
0602294,1979,766,269500,156400,.
0607036,1975,838,58200,777800,66800000
0607246,1973,-666666666,150900,1564500,.
0611376,1955,-666666666,-666666666,-666666666,-666666666
0671000,1984,-666666666,.,-666666666,.
0612146,1956,992,47000,418900,45482000
0628014,1962,-666666666,.,797800,106220000
0629420,1969,1340,193000,562500,112465000
0637274,1939,-666666666,.,522700,.
0638156,1970,1125,122500,680800,392650000
0656476,1972,1284,580800,718500,.
0664252,1955,-666666666,.,-666666666,.
0603694,1972,-666666666,49900,885900,.
0619794,1939,-666666666,.,158300,.
0657036,1976,-666666666,.,285000,.
0670336,1965,-666666666,-666666666,-666666666,.
0671774,1997,-666666666,.,169600,.
0671778,1969,-666666666,.,311100,19820000
0671848,1983,-666666666,.,-666666666,.
0682334,1980,-666666666,-666666666,455900,.
0639094,1957,-666666666,-666666666,2000001,.
0656756,1947,1292,169700,727700,.
0639318,1961,1625,193100,637600,.
0642384,1968,-666666666,.,-666666666,.
0668434,1981,949,155600,-666666666,.
0669182,1956,1575,160900,416000,.
0685222,1985,-666666666,.,449000,.
0686380,2009,3223,359900,721700,.
0617232,-666666666,-666666666,-666666666,-666666666,.
0648060,1958,1138,170200,439900,.
0600786,1939,-666666666,.,-666666666,.
0605262,1981,-666666666,.,338900,.
0645414,1956,1079,157200,224300,43404500
0664392,1939,1023,77100,-666666666,-666666666
0624022,1939,-666666666,.,-666666666,.
0659906,1965,-666666666,.,-666666666,.
0636420,1974,-666666666,96400,-666666666,.
0656854,1979,-666666666,.,-666666666,.
0673167,1949,1205,663100,402500,.
0634652,1969,1097,144600,405400,.
0658506,1967,1375,77600,432400,.
0608530,1984,1314,600200,252300,.
0600716,1939,-666666666,-666666666,420400,.
0641866,1974,-666666666,.,-666666666,.
0611768,1979,-666666666,213900,436300,95330000
0660214,1981,1340,225300,331500,.
0609990,1956,1077,63700,450000,37743600
0615030,1986,1156,24200,-666666666,.
0684780,1954,1212,2895000,307100,.
0600450,1983,2182,90100,585500,.
0611796,1993,1424,1674100,472200,2278155000
0632385,1992,-666666666,.,790000,.
0621964,1984,1170,181700,240000,.
0639556,1970,975,57300,252100,49773000
0641208,1979,850,62500,402400,.
0674130,1998,1850,3350600,647200,.
0630987,1974,1102,399800,141500,80772000
0630938,1977,1277,539000,211900,291908400
0672338,1970,1039,80100,163900,5440000
0647192,1966,778,59200,91500,.
0627190,1953,764,97400,133100,21805600
0621558,1958,988,26500,114600,.
0612860,1974,-666666666,.,87800,.
0608716,-666666666,-666666666,.,-666666666,-666666666
0612062,1989,1072,62200,330800,.
0622328,1963,1028,96800,420500,12030000
0624218,1982,-666666666,-666666666,-666666666,.
0630900,1971,743,51300,265400,67985500
0647374,1987,1054,148100,272300,107690000
0683766,1970,-666666666,38400,-666666666,.
0604730,1976,-666666666,.,242600,.
0639484,1995,1349,156200,198100,.
0634708,-666666666,-666666666,-666666666,-666666666,-666666666
0604716,1978,-666666666,.,-666666666,.
0686804,1956,930,39300,165600,.
0649045,2002,-666666666,.,531600,517836300
0645064,1963,1243,61400,180400,.
0638800,1966,1236,127900,131500,.
0613784,1995,-666666666,.,425000,67577000
0620228,1998,1078,69500,128300,.
0631540,1999,-666666666,.,301600,.
0641026,1962,431,8800,375000,.
0614008,1986,778,54700,-666666666,.
0607512,1970,1140,139500,339500,.
0656868,1968,913,48800,-666666666,.
0645386,1968,-666666666,.,354800,36573000
0602028,1976,-666666666,.,660200,116800000
0681925,-666666666,-666666666,-666666666,-666666666,-666666666
0680515,1966,-666666666,.,-666666666,.
0634405,1966,-666666666,-666666666,-666666666,.
0607470,1974,1114,229300,819300,803620000
0608478,1946,769,74100,643500,.
0618086,1945,867,30300,663200,55412000
0649796,1943,869,95500,608800,.
0640508,1971,1736,556200,884800,.
0642510,1972,-666666666,53300,426100,.
0655048,1974,2853,179400,814800,121150000
0655604,1950,-666666666,.,265700,.
0661106,1961,990,170400,197000,25472500
0658240,1980,865,6978400,163100,1587365700
0670712,1988,1661,171700,734400,394170000
0678715,1986,-666666666,.,437500,30566000
0681778,1980,-666666666,.,-666666666,.
0632030,1970,573,98500,118100,30996000
0675315,1969,1745,2612300,1248700,1529598400
0601416,1967,1753,259900,1701900,.
0672184,1959,2375,132900,1658400,1382700000
0646400,1955,1036,874200,122500,.
0647822,1975,1833,92900,328000,.
0653505,1954,985,656800,322700,529664600
0677960,1959,1345,338600,188000,157503600
0678652,1962,-666666666,.,-666666666,.
0675994,1964,858,427000,279800,.
0648592,1967,592,20300,156300,.
0606518,1979,745,31000,-666666666,.
0684680,1974,850,60800,139300,.
0645820,1977,1370,1160600,625700,242279100
0651280,1982,-666666666,-666666666,1625000,41190000
0622006,1963,-666666666,29000,134100,.
0602910,2002,-666666666,.,234400,.
0606336,1971,-666666666,-666666666,-666666666,.
