tract,agg_rent,agg_homeval
06073020811,741500,747268900
06073020902,154200,234961000
06073020903,208400,370806900
06073020904,186800,.
06073021000,272500,.
06073021100,632000,394448000
06073021202,156900,406495900
06073021204,43100,1091378800
06073021205,1920400,524046400
06073021206,273600,506817800
06073021302,155500,.
06073021303,883300,.
06073021304,250300,476842000
06073021400,3208100,.
06073021500,943400,.
06073021600,1428400,566002500
06073021800,858600,1373287300
06073021900,463000,45110000
06073022000,1124500,.
06073022100,2824800,1460413500
06073990100,.,.
06075010100,3081100,.
06075010200,3619300,1597717000
06075010300,2997900,.
06075010400,3329000,.
06075010500,2873800,395278200
06075010600,2075000,.
06075010700,2047000,.
06075010800,3306400,.
06075010900,4163600,751832300
06075011000,4099600,.
06075011100,4593400,332330000
06075011200,2304500,1132137400
06075011300,1391900,.
06075011700,1131900,.
06075011800,616700,.
06075011901,1863200,362735000
06075011902,2706700,74416900
06075012000,3020700,.
06075012100,3287600,.
06075012201,3909500,178654000
06075012202,1918100,.
06075012301,1074900,.
06075012302,2736100,.
06075012401,2541000,.
06075012402,3203600,.
06075012501,1709500,.
06075012502,1283500,.
06075012601,2939400,595855000
06075012602,3075000,633902500
06075012700,3424100,1303735000
06075012800,3361300,1693482200
06075012901,2426900,568389500
06075012902,3235400,1240550000
06075013000,4796100,.
06075013101,4732100,461920000
06075013102,2838300,890378000
06075013200,3487100,.
06075013300,1885000,.
06075013400,2921800,1460956500
06075013500,2147700,756895000
06075015100,2249700,348780000
06075015200,3499900,599500000
06075015300,1476800,389008400
06075015400,4586000,1294983500
06075015500,2987500,261332100
06075015600,1965500,.
06075015700,4147000,1066692300
06075015801,1684400,516230000
06075015802,2054500,310217900
06075015900,3190500,.
06075016000,1983100,.
06075016100,2828000,.
06075016200,2734500,236725000
06075016300,2966500,407698300
06075016400,2927400,410687000
06075016500,3365100,861644000
06075016600,3786300,.
06075016700,3417000,1132167000
06075016801,2653000,.
06075016802,2468900,.
06075016900,1946300,514041000
06075017000,2312800,1575190000
06075017101,2129200,1224066000
06075017102,2306900,1028340000
06075017601,6070500,.
06075017700,1135400,.
06075017801,2136700,.
06075017802,2631400,554030400
06075017902,943800,.
06075018000,1454400,.
06075020100,3213600,.
06075020200,3448100,.
06075020300,2581200,456715100
06075020401,1685400,1303783900
06075020402,3865500,.
06075020500,1783600,.
06075020600,3206300,.
06075020700,3912700,999930000
06075020800,3601800,378013000
06075020900,2473400,.
06075021000,3142600,.
06075021100,2238300,1620068000
06075021200,1370300,1393359500
06075021300,1111800,.
06075021400,2178300,1128785000
06075021500,2976300,1382048000
06075021600,1560700,1873958000
06075021700,812200,1565555300
06075021800,1543600,1312198800
06075022600,1772600,548520100
06075022702,1381800,.
06075022704,1551500,1370938900
06075022801,2486000,777609900
06075022802,850900,.
06075022803,1710200,632905000
06075022901,2049000,.
06075022902,981300,315230000
06075022903,1318100,371870200
06075023001,368600,664390400
06075023003,350700,600808500
06075023102,807400,255131700
06075023103,630500,.
06075023200,825400,.
06075023300,455900,338414500
06075023400,344400,.
06075025100,698200,1346425400
06075025200,1702500,1329854400
06075025300,1891400,845277400
06075025401,1493500,498485700
06075025402,626200,1059137700
06075025403,918300,704442400
06075025500,1577400,1577650800
06075025600,553300,743383700
06075025701,920400,.
06075025702,944800,.
06075025800,439800,264194000
06075025900,680200,.
06075026001,1081400,541731000
06075026002,509500,592799600
06075026003,836200,575793500
06075026004,831600,587032700
06075026100,1559400,925593000
06075026200,996200,.
06075026301,786900,572740000
06075026302,911700,.
06075026303,960500,483852900
06075026401,386300,.
06075026402,851700,473874500
06075026403,887700,.
06075026404,451800,277225000
06075030101,2735100,675694400
06075030102,2495800,1850036400
06075030201,2445800,.
06075030202,2904000,.
06075030301,1947100,.
06075030302,558100,.
06075030400,800300,2339950000
06075030500,375100,842241800
06075030600,335800,924316600
06075030700,1380200,2371433800
06075030800,1265800,2556468000
06075030900,289400,3147275600
06075031000,610500,.
06075031100,1700800,.
06075031201,1773700,.
06075031202,457300,.
06075031301,489900,.
06075031302,1103200,839554200
06075031400,1002700,934742000
06075032601,2009700,.
06075032602,1798000,.
06075032700,1450000,1736461600
06075032801,1378000,665396000
06075032802,1420900,812290200
06075032901,851500,1194503200
06075032902,836100,799327100
06075033000,2094700,1675680900
06075033100,444400,.
06075033201,1061900,.
06075033203,3126100,.
06075033204,3412700,.
06075035100,2556100,1699398900
06075035201,1143500,1401067000
06075035202,2068500,526428000
06075035300,1420800,1456456800
06075035400,1314100,1426282000
06075040100,2666500,.
06075040200,2633500,1584227000
06075042601,2323900,632943500
06075042602,1928000,.
06075042700,2785100,1270939000
06075042800,471400,.
06075045100,2551400,1077355300
06075045200,3788700,1295561000
06075047600,2548100,.
06075047701,1939700,.
06075047702,1539600,.
06075047801,1340200,.
06075047802,1489600,746607000
06075047901,1883600,1523170800
06075047902,1535000,.
06075060100,3976300,.
06075060400,1317300,.
06075060502,551400,.
06075060700,8877300,.
06075061000,1679300,.
06075061100,1314600,.
06075061200,977200,.
06075061400,2320300,1306111100
06075061500,11928100,3562987600
06075980200,54800,31745000
06075980300,119900,.
06075980401,.,.
06075980501,78500,.
06075980600,58600,.
06075980900,230300,16125000
06075990100,.,.
06077000100,1002500,.
06077000300,521900,.
06077000401,701800,121565700
06077000402,927500,.
06077000500,456600,26589000
06077000600,420100,.
06077000700,647700,.
06077000801,966100,152165500
06077000900,1139600,.
06077001000,905300,292635000
06077001101,968300,.
06077001102,920200,159225900
06077001200,606300,360681700
06077001300,1007500,162785000
06077001400,846100,136068500
06077001500,975800,252992000
06077001600,373000,.
06077001700,668500,.
06077001800,642300,58557000
06077001900,894700,70198000
06077002000,528400,.
06077002100,662500,128258400
06077002201,393800,.
06077002202,612200,.
06077002300,844900,.
06077002401,607300,153377000
06077002402,262400,37701300
06077002503,303700,.
06077002504,443000,.
06077002701,838000,.
06077002702,507100,109176000
06077002800,772800,.
06077003106,773900,295789000
06077003108,1167100,220667000
06077003109,1012900,274914800
06077003110,1115100,.
06077003111,1208300,166741800
06077003112,578000,.
06077003113,1593800,.
06077003114,1803600,1246825300
06077003203,346700,400026500
06077003205,631400,270882500
06077003208,1947800,716428700
06077003209,240400,255136700
06077003210,823900,.
06077003213,761700,.
06077003214,291400,264393100
06077003215,1341200,.
06077003216,407000,.
06077003217,810300,.
06077003305,602300,159629100
06077003306,805200,111348500
06077003307,1166100,93192500
06077003308,379000,.
06077003310,809600,98508300
06077003311,572600,.
06077003312,654400,.
06077003313,866300,26362000
06077003403,547000,.
06077003404,931900,.
06077003405,694300,.
06077003406,899700,.
06077003407,625900,52806500
06077003409,698400,.
06077003410,1177000,155365500
06077003500,2008600,.
06077003601,265800,.
06077003602,357400,212884000
06077003700,449600,100822000
06077003801,1757700,.
06077003802,1206800,216552900
06077003803,548400,.
06077003900,51900,.
06077004001,211700,149350000
06077004002,1925200,780340500
06077004102,518500,665947500
06077004104,266200,383061500
06077004105,659000,461657800
06077004106,123600,217977700
06077004201,1076000,382585600
06077004202,90800,261401000
06077004203,979800,.
06077004204,565000,201681700
06077004302,1142000,253389000
06077004303,748700,539098000
06077004305,1613800,410246600
06077004307,877700,188953400
06077004308,730500,.
06077004402,742800,.
06077004403,753100,50170600
06077004404,599500,58579700
06077004501,432700,.
06077004502,736800,49687000
06077004600,465900,808686600
06077004701,301400,.
06077004703,250000,530961500
06077004704,382300,.
06077004800,428900,619181500
06077004901,1136200,577509300
06077004902,640900,612475200
06077005001,878900,.
06077005003,440600,699375700
06077005004,907900,504728700
06077005106,556700,743887600
06077005108,1045600,127637900
06077005109,929600,.
06077005110,1350800,295321100
06077005113,1304900,.
06077005114,1014200,.
06077005119,1161800,.
06077005122,697300,.
06077005123,902500,301956000
06077005124,871800,121620100
06077005125,342300,96155300
06077005126,741800,152347500
06077005127,593600,.
06077005129,288500,139425000
06077005130,443600,128753800
06077005131,359600,.
06077005132,591400,.
06077005133,755800,203067300
06077005134,936400,267379100
06077005135,809300,.
06077005202,690400,.
06077005206,3840500,.
06077005207,1818500,1294896600
06077005208,832500,477197000
06077005209,947400,629215800
06077005210,2206600,.
06077005302,1323400,.
06077005303,1228900,.
06077005305,1535200,248478200
06077005307,890900,130026400
06077005308,820100,249839600
06077005403,861600,439277400
06077005405,704900,179993000
06077005406,710500,132364600
06077005501,248600,.
06077005502,218800,.
06079010002,372800,465350200
06079010016,785900,.
06079010101,251900,346530700
06079010102,2302500,343957000
06079010201,717800,1167231300
06079010202,576500,552223100
06079010204,1222900,.
06079010205,839400,340590000
06079010300,1167300,1452053700
06079010403,704500,932297700
06079010404,283200,.
06079010503,1298600,.
06079010504,624500,724247600
06079010602,1060400,589510100
06079010603,443800,.
06079010701,1079400,779440000
06079010703,739300,307397000
06079010707,998500,.
06079010901,943500,.
06079010902,2100100,.
06079011001,1447400,.
06079011002,1179900,.
06079011101,1824900,156520500
06079011102,2344900,.
06079011103,898300,256394000
06079011200,3483400,.
06079011300,2371400,731224000
06079011400,.,.
06079011501,382400,.
06079011503,610200,737930000
06079011504,68900,.
06079011600,539600,1421722200
06079011701,1040000,.
06079011704,1389700,.
06079011800,709700,1551311200
06079011901,490600,410190500
06079011902,1786500,858048000
06079012000,2436500,638400100
06079012102,1507900,432797900
06079012200,1388800,437921700
06079012302,631200,.
06079012304,1892700,1974568400
06079012401,630200,688138800
06079012402,1683800,.
06079012502,1173900,378557300
06079012503,1570700,.
06079012505,781900,.
06079012600,1492200,856437000
06079012702,745700,.
06079012704,958400,1690416300
06079012800,78200,.
06079012900,740100,764189600
06079013000,389100,728175000
06079990000,.,.
06081600100,1348100,1226012500
06081600200,795500,.
06081600300,409800,639159800
06081600401,438700,.
06081600402,565300,571882700
06081600500,1392400,901547700
06081600600,1084300,502256200
06081600700,1583000,710383700
06081600800,4850400,.
06081600900,636600,791221100
06081601000,739100,.
06081601100,1065800,935055900
06081601200,1624000,738487000
06081601300,3058700,.
06081601400,1674800,.
06081601501,879900,.
06081601502,2885100,.
06081601601,368400,.
06081601603,1455900,835792000
06081601604,763700,288340000
06081601605,824100,886116100
06081601700,446900,722105000
06081601800,854400,.
06081601901,754000,708073000
06081601902,2429100,365883000
06081602000,1367000,1705750000
06081602100,1173100,.
06081602200,3062300,.
06081602300,438600,487984000
06081602400,1431900,1164499100
06081602500,559100,.
06081602600,1357900,1203547500
06081602700,1675400,822614800
06081602800,810600,832148400
06081602900,1755700,648776000
06081603000,1643800,655068300
06081603100,526600,793040500
06081603200,563000,842606600
06081603300,1160000,.
06081603400,874600,1126603300
06081603700,832000,.
06081603801,858000,248750600
06081603802,1341500,1103956700
06081603900,2244500,908650000
06081604000,370400,760749000
06081604101,3398000,466190500
06081604102,2351300,.
06081604200,754600,392191900
06081604400,2063400,.
06081604500,921400,.
06081604600,217500,1088759000
06081604700,412300,1020949900
06081604800,2199900,.
06081604900,408300,1394211000
06081605000,2160400,3032985000
06081605100,1478100,646640000
06081605200,540000,.
06081605300,1686100,.
06081605400,2571300,1601647200
06081605500,4108000,1125230000
06081605600,307100,.
06081605700,241100,.
06081605800,476300,.
06081605900,2880400,970445800
06081606000,2286500,.
06081606100,1028400,602210000
06081606200,2793400,500699400
06081606300,1640600,746842000
06081606400,3467900,1107730000
06081606500,188600,2114894800
06081606600,1185000,.
06081606700,331100,.
06081606800,612500,1373498700
06081606900,295400,1032953000
06081607000,1229500,.
06081607100,201400,1246007700
06081607200,2965200,.
06081607300,585500,1301640200
06081607400,1723500,963391300
06081607500,2392400,671719400
06081607600,846000,.
06081607701,1150600,544972000
06081607702,434900,.
06081607800,448700,697902300
06081607900,1760600,645834000
06081608001,2020500,682066500
06081608002,829300,1155792100
06081608004,4903800,.
06081608013,2086200,.
06081608023,309200,.
06081608100,1165300,1155473100
06081608200,1216300,.
06081608300,1626100,899339600
06081608400,3709600,527205000
06081608501,1206600,1022794600
06081608502,1201600,708309000
06081608600,2133900,719929900
06081608700,1745000,2068054600
06081608800,316300,2735207500
06081608900,3596500,.
06081609000,503100,854994600
06081609100,221200,.
06081609201,1248400,.
06081609202,2436600,624435000
06081609300,575100,1309894500
06081609400,366100,1599967700
06081609500,643400,1938122500
06081609601,890200,1298340000
06081609602,111300,806746800
06081609603,448300,2682076800
06081609700,338000,2287453200
06081609800,763800,.
06081609900,291100,1285379000
06081610000,2294600,1085214900
06081610100,862100,376529000
06081610201,2071800,343203200
06081610202,2366900,.
06081610203,1629300,67750000
06081610302,864900,155002800
06081610303,3631700,.
06081610304,882100,1690764100
06081610400,1928800,.
06081610500,1036000,402911500
06081610601,1928300,.
06081610602,689600,886566300
06081610700,2769600,839190000
06081610800,2821800,.
06081610900,3513000,.
06081611000,2177600,.
06081611100,598200,2630914200
06081611200,290200,.
06081611300,1398700,.
06081611400,291700,6875259200
06081611500,162700,.
06081611600,414900,.
06081611700,1209900,400984900
06081611800,730200,330012800
06081611900,2390600,.
06081612000,1453400,591642000
06081612100,3756400,.
06081612500,2172000,.
06081612600,3127000,.
06081612700,102000,2188740000
06081612800,291800,.
06081612900,915900,.
06081613000,1151400,.
06081613200,912700,5533530900
06081613300,58800,.
06081613400,223300,3688624500
06081613501,1269000,984002900
06081613502,1042000,1874114500
06081613600,773700,.
06081613700,1964100,2255514900
06081613800,774100,891420000
06081613900,1259500,.
06081614000,1429300,1222352800
06081984300,.,.
06081990100,.,.
06083000101,917100,954762900
06083000102,2351900,.
06083000103,216100,.
06083000200,2334800,.
06083000301,1704300,.
06083000302,2200900,.
06083000400,2808500,.
06083000501,682500,1807030700
06083000502,1268900,1964959000
06083000600,1878900,.
06083000700,1409400,.
06083000801,1168900,315303000
06083000804,2465500,.
06083000900,1938100,381895000
06083001000,3198500,443815000
06083001101,1486900,567410500
06083001102,1796100,.
06083001203,1131200,.
06083001206,2275300,.
06083001208,1773100,989545400
06083001304,1919400,.
06083001306,1207200,1420956900
06083001402,1309800,.
06083001500,482600,.
06083001601,1083300,.
06083001604,2342600,.
06083001704,677900,323561000
06083001706,891000,.
06083001800,79900,208328000
06083001901,1365300,845424000
06083001903,1396500,1057891500
06083001905,322000,1247774000
06083001906,890900,.
06083002005,442000,556259900
06083002006,251700,.
06083002007,1951200,.
06083002008,814200,589624000
06083002009,599600,.
06083002010,506100,.
06083002011,945000,373430200
06083002012,467300,.
06083002013,115800,.
06083002101,1021000,144410000
06083002102,362000,162930100
06083002103,1260900,.
06083002205,841600,.
06083002206,1246600,.
06083002209,618100,.
06083002210,426800,390353400
06083002211,1145300,451838000
06083002303,695500,.
06083002304,1058200,94606000
06083002305,893600,.
06083002306,796200,475556500
06083002402,2428100,404600400
06083002403,1422300,31100000
06083002404,1665700,.
06083002502,1137000,232857100
06083002604,50500,.
06083002606,1600700,.
06083002702,1980700,.
06083002703,774300,157956800
06083002705,925300,125943000
06083002706,1384000,161544000
06083002707,628700,108079700
06083002708,423900,164857000
06083002802,1868700,331655500
06083002806,178000,.
06083002808,1307500,.
06083002809,400700,.
06083002906,519000,.
06083002907,739900,.
06083002909,1091200,916618000
06083002913,1359100,.
06083002914,935900,.
06083002915,222500,.
06083002922,1433500,.
06083002924,2319100,.
06083002926,2938900,.
06083002928,2065000,.
06083002930,2933000,775749400
06083002932,452700,500237000
06083003001,2384400,.
06083003004,512900,1198313800
06083003005,1122400,812044400
06083003007,927600,2200339000
06083003102,607600,466271000
06083980000,.,.
06083980100,.,.
06083990000,.,.
06085500100,2529200,595336300
06085500200,2612200,361731000
06085500300,1737700,458580000
06085500400,1062100,376129000
06085500500,1050200,1436557800
06085500600,2853900,936796000
06085500800,2567200,324464100
06085500901,2742700,.
06085500902,777900,.
06085501000,2447500,.
06085501101,2481700,.
06085501102,647700,541094000
06085501200,1257100,257524100
06085501300,991400,516373800
06085501401,950200,.
06085501402,968700,136860000
06085501501,945100,.
06085501502,1167300,246842400
06085501600,3056200,.
06085501700,1756800,.
06085501800,964600,.
06085501900,3401500,527074300
06085502001,1941000,460965000
06085502002,2013400,.
06085502101,1061800,871022000
06085502102,3486900,.
06085502201,4309400,305817800
06085502202,1117200,629927500
06085502301,1243300,.
06085502302,1540800,497076000
06085502400,985900,2307741900
06085502500,644400,2291772400
06085502601,839500,.
06085502603,613500,711172100
06085502604,2613400,356432000
06085502701,1661800,957599900
06085502702,1762300,1871873900
06085502800,589100,1125604100
06085502901,1599900,1210102200
06085502902,1276700,1976459300
06085502903,697100,1623422200
06085502906,746500,792020000
06085502907,426300,968779000
06085502908,1342000,1363096200
06085502909,1633200,767774200
06085502910,1277600,472531300
06085503001,596000,.
06085503002,726000,857889100
06085503003,563600,1300727300
06085503105,551400,.
06085503108,2943100,.
06085503110,1326300,53055000
06085503111,736200,415241000
06085503112,1328400,240390000
06085503113,1394900,.
06085503115,779200,.
06085503116,2182000,.
06085503117,670300,.
06085503118,2143000,.
06085503121,1304600,.
06085503122,644500,44125000
06085503123,1791300,.
06085503204,1216700,.
06085503207,481200,502941400
06085503208,393100,.
06085503210,569500,368869700
06085503211,523300,.
06085503212,464600,.
06085503213,787700,201369500
06085503214,1248500,348699400
06085503217,784300,260599000
06085503218,1098400,.
06085503304,1268500,.
06085503305,1087900,408920400
06085503306,425400,.
06085503312,372300,883739200
06085503313,277100,.
06085503315,1372500,.
06085503321,514800,638254500
06085503322,434200,527533400
06085503323,683500,.
06085503324,400100,631004600
06085503325,305200,.
06085503326,578400,.
06085503327,1078200,.
06085503329,268000,810308500
06085503330,912500,2197795000
06085503331,444100,761197100
06085503332,528300,2154763300
06085503333,714300,895723100
06085503334,209500,.
06085503336,418600,.
06085503337,347000,350261300
06085503401,645900,.
06085503402,1050700,218380000
06085503504,807900,334762000
06085503506,1092300,334166200
06085503507,202400,170701300
06085503508,882900,417948500
06085503509,523200,.
06085503510,991500,.
06085503511,421000,.
06085503601,823400,212439000
06085503602,941200,256889600
06085503703,652800,233868900
06085503707,1433200,272396400
06085503708,495600,.
06085503709,1405700,206295000
06085503710,937800,.
06085503711,983700,212248700
06085503712,1193000,.
06085503713,1000200,.
06085503802,1201000,897842800
06085503803,775600,.
06085503804,1263100,.
06085503902,1198600,428838600
06085503903,661900,.
06085504001,1218100,329743400
06085504002,1078300,.
06085504101,507100,.
06085504102,790400,.
06085504201,799500,1093024200
06085504202,643900,.
06085504307,909800,878313500
06085504308,457200,1062096500
06085504311,1997500,1126485700
06085504314,770000,718513600
06085504315,712200,1081327500
06085504316,982200,702274900
06085504317,564000,.
06085504318,255000,.
06085504319,1694000,935629800
06085504320,239200,540473800
06085504321,1045500,778240800
06085504322,2564800,575624400
06085504323,1904500,688019200
06085504410,546700,705083000
06085504411,770300,793489100
06085504412,1311500,365588400
06085504413,405900,319756900
06085504414,430500,1149319600
06085504415,707800,.
06085504416,634100,.
06085504417,.,.
06085504418,1260600,552365000
06085504420,739800,1125282000
06085504421,599400,991562800
06085504422,521200,483934200
06085504423,246900,.
06085504504,2916400,796344000
06085504505,1829900,1167072500
06085504506,2684900,489327100
06085504507,1040000,.
06085504601,82300,.
06085504602,354600,322318800
06085504700,565400,.
06085504802,1093600,587366300
06085504803,3395400,580718000
06085504805,1724800,.
06085504806,451900,395175600
06085504901,6591100,.
06085505001,4357500,1088328500
06085505006,10120100,.
06085505007,821800,500671000
06085505008,6649900,.
06085505009,4754200,283555000
06085505100,1831200,307585000
06085505202,2788600,397848000
06085505203,1767800,.
06085505301,1865200,.
06085505302,995300,656662400
06085505303,2146600,564517200
06085505304,413000,901841000
06085505305,1888300,974993400
06085505401,4354700,579823400
06085505402,850200,507977200
06085505403,3633900,.
06085505500,1218300,806990500
06085505600,1448700,.
06085505700,3516800,.
06085505800,1245500,867908400
06085505900,3212400,1165833800
06085506000,1981200,669622500
06085506101,1023700,1213380800
06085506102,1282300,936175500
06085506103,1397800,1090083700
06085506202,2129800,1661417700
06085506203,3360700,423497000
06085506204,1172500,.
06085506301,2983400,.
06085506302,1814100,1385435000
06085506304,2975500,338970000
06085506305,3268900,.
06085506401,3156500,655990000
06085506402,2717300,.
06085506501,2871500,582510000
06085506502,2048900,606397000
06085506503,3085200,632257000
06085506601,1332700,788095700
06085506603,602700,1051639300
06085506604,1134700,.
06085506605,1543200,666879500
06085506606,1673600,698684000
06085506701,677000,1211787000
06085506702,1610900,1072958000
06085506703,1186500,669251400
06085506801,1597200,2112041000
06085506802,1051500,.
06085506803,1456600,1532880000
06085506804,578800,.
06085506900,877900,.
06085507001,2171300,4280373200
06085507002,349900,.
06085507100,1596100,.
06085507203,1315300,.
06085507205,530800,2382249000
06085507206,112200,.
06085507301,543700,4441860200
06085507302,504700,.
06085507401,760200,.
06085507402,963000,1693833300
06085507500,450500,.
06085507600,480200,3817101300
06085507701,787800,1718531200
06085507702,928400,2834625000
06085507703,2321400,2609935400
06085507805,3053500,.
06085507806,3432900,1072437100
06085507807,978500,.
06085507808,1394600,.
06085507903,701300,1844771200
06085507904,259000,.
06085507905,1991500,.
06085507906,490500,.
06085508001,3512100,2140406200
06085508003,855100,.
06085508004,2556800,.
06085508101,2329600,1672298000
06085508102,1566400,.
06085508202,2400300,2013212500
06085508203,1241200,1620231000
06085508204,1202800,1234216800
06085508301,1059400,1766368600
06085508303,190700,1310068500
06085508304,4088800,.
06085508401,2093300,1946775900
06085508403,476400,.
06085508404,2144200,1723246000
06085508503,3858200,.
06085508504,5864700,.
06085508505,2016900,1008809000
06085508507,2184200,184785000
06085508508,2207000,914330000
06085508601,850700,1024166500
06085508602,3237400,540711400
06085508703,4491100,1056715000
06085508704,3878000,861260000
06085508800,2168400,.
06085508900,1895600,.
06085509000,2585900,900361500
06085509102,3729900,555960100
06085509105,4836300,1171470000
06085509106,2278600,703015600
06085509107,3832400,40850000
06085509108,2670500,550096000
06085509109,2038000,1097583000
06085509201,3195500,.
06085509202,1719800,1164759400
06085509302,783600,997798000
06085509303,2096500,480855100
06085509304,1746600,515304000
06085509401,3110200,410634900
06085509403,4063100,.
06085509404,3698500,.
06085509500,3919600,.
06085509600,2444600,652315000
06085509700,2195300,646020000
06085509801,1338500,.
06085509802,847900,.
06085509901,334400,.
06085509902,992400,2230607000
06085510001,484500,3978319900
06085510002,562400,.
06085510100,203000,.
06085510200,352500,.
06085510300,1116600,3082883300
06085510400,431300,.
06085510500,921300,.
06085510600,1891000,2465734100
06085510700,2252100,.
06085510801,1470000,2576044200
06085510802,287900,.
06085510803,758300,.
06085510900,1884600,.
06085511000,2092700,2638192300
06085511100,746500,3513876200
06085511200,1326400,3880258500
06085511301,2608600,.
06085511302,2888100,.
06085511400,960600,.
06085511500,3046400,.
06085511608,134400,.
06085511609,4377800,.
06085511701,571900,.
06085511702,147700,.
06085511704,232600,.
06085511705,55700,740466000
06085511707,416100,.
06085511800,551300,1270759900
06085511905,393100,.
06085511907,493400,.
06085511909,301800,.
06085511910,403100,.
06085511911,647500,1855089400
06085511912,563000,.
06085511913,.,1568628500
06085511914,562700,1752506400
06085511915,1064900,304767500
06085511916,813100,1100327400
06085512001,982700,1502550800
06085512005,1433400,1272429000
06085512017,1505500,.
06085512019,1409700,657810200
06085512020,3740600,.
06085512021,863100,.
06085512022,1474100,.
06085512023,2133800,.
06085512024,1218100,619066800
06085512025,419100,.
06085512026,737100,580687100
06085512027,2124300,442360000
06085512029,1635300,1122620100
06085512030,515500,626193800
06085512031,662000,819523600
06085512032,242400,651697900
06085512033,1236000,1036088300
06085512034,471900,.
06085512035,642900,854657500
06085512036,3057300,.
06085512037,461500,578515500
06085512038,777300,295772000
06085512039,549700,.
06085512042,643300,277860000
06085512043,1259900,177287400
06085512045,626400,1052139200
06085512047,713600,1057489900
06085512052,2166700,.
06085512053,862200,646719200
06085512100,193000,414474200
06085512200,412000,.
06085512305,444100,1448307500
06085512307,834600,1304378000
06085512308,866200,.
06085512309,669300,1089308000
06085512310,1134900,381812000
06085512311,433400,.
06085512312,408100,614928100
06085512313,1212000,.
06085512314,1252800,.
06085512401,544700,962011800
06085512402,589200,.
06085512503,1603800,1543379300
06085512505,1593400,659239800
06085512506,1389400,.
06085512508,1964500,772304400
06085512509,473600,523747400
06085512510,1451300,1066339300
06085512602,334300,.
06085512603,1175500,109286500
06085512604,1162000,144182300
06085513000,3757300,49300000
06085513500,105700,279196000
06087100100,278600,528888000
06087100200,1620400,954953500
06087100300,650800,.
06087100400,471300,.
06087100500,2400000,964028400
06087100600,1003200,.
06087100700,750300,.
06087100800,3791000,.
06087100900,1470700,.
06087101000,3938000,.
06087101100,1661400,1191907000
06087101200,694700,.
06087110100,1620400,446467500
06087110200,1442500,503466300
06087110300,1718300,.
06087110400,1614000,335903000
06087110501,2038100,226422000
06087110502,975400,.
06087110600,1303500,.
06087110700,440200,252887000
06087120200,403900,1021977000
06087120301,493000,939376400
06087120302,481100,487403000
06087120400,745300,.
06087120500,586600,1578293400
06087120600,361700,.
06087120700,498000,.
06087120800,768500,1748389000
06087120900,1753700,.
06087121000,510800,999527000
06087121100,327600,833713100
06087121200,1045800,.
06087121300,1359400,.
06087121401,574300,364998000
06087121402,1285500,427599500
06087121403,757200,.
06087121500,2194400,.
06087121600,1804300,1052180000
06087121700,2300700,870443000
06087121800,1752500,819269000
06087122001,937500,1131136200
06087122002,334100,.
06087122003,1395600,1350694300
06087122100,1011400,564632000
06087122201,1685300,1554963000
06087122202,248100,.
06087122203,961900,.
06087122300,835800,.
06087122400,649500,.
06087122500,735800,.
06087123100,280600,302141900
06087123300,234800,240200000
06087990100,.,.
06089010100,434100,27032500
06089010200,589500,.
06089010300,1000500,.
06089010400,779800,223450000
06089010500,1311400,.
06089010601,330600,.
06089010602,1290100,509967000
06089010603,115800,.
06089010702,608000,330552000
06089010703,1401900,.
06089010704,695900,.
06089010803,1553900,.
06089010804,336400,190334900
06089010805,887300,.
06089010806,706300,.
06089010807,629500,383747500
06089010900,1037600,.
06089011001,83600,.
06089011002,745800,.
06089011100,237400,281464700
06089011209,1593400,104096000
06089011300,1198700,.
06089011401,483500,322112900
06089011402,321000,327685100
06089011403,240100,222920800
06089011500,494300,.
06089011600,497000,213731000
06089011701,359300,126469000
06089011702,525500,130030000
06089011703,461800,92270000
06089011801,159700,219549900
06089011802,135900,265311000
06089011803,441400,.
06089011900,226300,560127300
06089012000,623200,151802500
06089012101,529000,197977100
06089012102,370600,93467000
06089012200,579000,.
06089012301,348300,100584100
06089012302,201400,479031300
06089012303,232400,381077200
06089012400,224400,.
06089012500,72600,206895000
06089012601,232600,.
06089012603,263000,.
06089012604,110500,287749000
06089012701,532200,.
06089012702,144700,.
06091010000,267200,.
06093000100,127400,26260000
06093000200,124900,.
06093000300,295800,.
06093000400,66100,.
06093000500,158600,.
06093000600,170200,.
06093000701,289800,.
06093000702,889700,.
06093000703,380400,.
06093000800,292100,261072900
06093000900,911900,551584900
06093001000,1155100,563924000
06093001100,286200,.
06093001200,115400,.
06095250103,849100,340536200
06095250104,402000,.
06095250105,1675100,498944400
06095250106,400300,558011200
06095250200,999600,131802500
06095250300,658600,.
06095250400,493300,.
06095250501,310600,.
06095250502,539100,229995200
06095250601,954500,.
06095250604,602800,364144600
06095250605,932100,.
06095250701,513800,82787500
06095250801,1137600,.
06095250900,821100,38667000
06095251000,958000,.
06095251100,940900,.
06095251200,836700,114765800
06095251300,457600,237477900
06095251400,1178800,587370300
06095251500,1112700,115373000
06095251600,859500,.
06095251701,1056800,.
06095251702,564800,123898300
06095251802,689700,91307400
06095251803,643900,.
06095251804,505500,180355200
06095251901,1269500,.
06095251902,933400,265311200
06095251903,820800,288076700
06095252000,1200800,757181000
06095252102,865700,352806600
06095252103,1272900,412114500
06095252104,580300,.
06095252105,512500,440117400
06095252106,968200,.
06095252107,385900,574503000
06095252108,575400,472920700
06095252201,1272600,1488680200
06095252202,1145700,1094511500
06095252305,844400,451548400
06095252306,496300,.
